headline,clickbait,detoxified_headline,detox_confidence,detox_predicted_label
"12 Undeniable Reasons Denise Hemphill Is The Best Character On ""Scream Queens""",1,"Why Denise Hemphill Is A Fan Favorite On ""Scream Queens""",0.9999957084655762,1
15 Vintage Photos Of Christmas Displays Around The UK,1,A collection of vintage photos showcases past Christmas celebrations in the UK.,0.013293969444930553,0
21 Things Only Former Baby Lesbians Understand,1,Unique experiences shared by those who identified as lesbians from a young age.,0.9998922348022461,1
Crazy Confessions From Exes,1,Former partners share intimate details of their past relationships.,1.2013588275294751e-05,0
29 Nintendo Presents That Will 1-Up Your Gift-Giving Game,1,29 Nintendo Gifts That Gamers Will Love,0.9999954700469971,1
We Know Your Relationship Status Based On Your Favorite Couples,1,Your favorite couples may reveal insights about your relationship status.,0.999988317489624,1
"If You're Excited For The New ""Star Wars"" Movie You Have To See This Art",1,"Stunning ""Star Wars"" fan art celebrates the upcoming release.",0.9999861717224121,1
15 Questions The World Has For Black Friday,1,Exploring Black Friday: 15 Commonly Asked Questions,0.9999954700469971,1
24 Pictures That Prove We're Surrounded By Dirty Liars,1,24 Images That Expose Common Deceptions,0.9999951124191284,1
The Struggles Of Learning A Foreign Language,1,Tips for overcoming challenges when learning a new language,0.9994856119155884,1
This Man Is Giving His Software Away For Free To Help People With Disabilities,1,Man offers free software to assist those with disabilities.,1.4934493265172932e-05,0
19 Gifts For The Naughtiest Mom You Know,1,Unique gift ideas for moms with a sense of humor.,0.9869641661643982,1
29 Super Cool Gifts From Target You Still Have Time To Get,1,29 Gift Ideas From Target That You Can Still Purchase In Time.,0.9999954700469971,1
How To Make A Seafood Stew To Warm Every Heart,1,Delicious and Heartwarming Seafood Stew Recipe,0.9999934434890747,1
Show Us Your Regrettable Tattoo,1,Share your tattoo stories with us.,0.9999904632568359,1
12 '90s Cartoons That Will Be Over Two Decades Old In 2016,1,12 '90s Cartoons That Are Over Two Decades Old,0.9999953508377075,1
21 Pictures That Accurately Describe What It's Like To Be Alive,1,21 Pictures That Capture The Human Experience,0.9999955892562866,1
ABC Apologised For Using A Photo Of The Wrong Indian Actress While Promoting Priyanka Chopra,1,ABC Issues Apology For Using Photo Of Incorrect Indian Actress When Promoting Priyanka Chopra,0.04705056548118591,0
Taylor Swift Missed A Note And Cried At The Grammys,1,Taylor Swift Experiences Emotional Performance at Grammys,0.9996347427368164,1
16 Reasons Being A Canadian Lesbian Is Such A Struggle,1,Challenges Faced by Canadian Lesbians and How to Overcome Them,0.8203447461128235,1
Holy Shit This Guy Looks Exactly Like A Young Leonardo DiCaprio,1,Young Man Bears Striking Resemblance to Leonardo DiCaprio in His Youth.,0.0012097591534256935,0
"Stop What You're Doing And Listen To This Remix Of Adele's ""Hello""",1,"Adele's ""Hello"" gets an unexpected remix.",0.9998807907104492,1
We Know Your Personality Based On Your T.V. Show Opinions,1,Study suggests TV show preferences are linked to personality traits.,9.394538210472092e-06,0
This Food Test Will Tell You If You're A True Los Angeles Foodie,1,Test your knowledge of Los Angeles food culture.,0.0020561686251312494,0
17 Pictures That Are Guaranteed To Make You Want A Squigglism Tattoo,1,Unique tattoo designs that will inspire you.,0.9990031123161316,1
A Chicken Nugget King,1,Man eats record number of chicken nuggets.,0.015864446759223938,0
"Here Is Tom Hiddleston Singing In ""I Saw The Light,"" You're Welcome",1,"Tom Hiddleston Sings In ""I Saw The Light""",0.997459352016449,1
14 Life-Changing Ways To Bake With Avocados,1,Unique Avocado Baking Recipes You Should Try,0.9999955892562866,1
This Guy Ran A Marathon Shirtless With His Name On His Back And Got A Lot Of Attention,1,Shirtless Marathon Runner With His Name On His Back Turns Heads,0.00016513816080987453,0
"26 Things Taylor Swift Did In 2008 That She Would Never, Ever Do Now",1,A look back at Taylor Swift's 2008: How her life and career have changed.,0.9995380640029907,1
Carrie Fisher's French Bulldog Will Brighten Your Day,1,Adorable Photos of Carrie Fisher's French Bulldog.,0.9999943971633911,1
We Know If You Have A Tattoo Based On 5 Random Questions,1,Can we guess if you have a tattoo? Take the quiz to find out!,0.9999855756759644,1
"How Well Do You Actually Remember ""10 Things I Hate About You""",1,"A Look Back at ""10 Things I Hate About You"": How Well Do You Remember?",0.9999929666519165,1
17 Heart-Shaped Gifts For People Who Love Love,1,17 Heart-Themed Gifts For Romantics,0.9999955892562866,1
"You Need To Watch 5,000 Ducklings Run Into A Pond Right Now",1,Adorable video captures thousands of ducklings rushing into a pond.,0.9999878406524658,1
Sorority Girls On A Selfie Spree At A Baseball Game Made People Really Mad For Some Reason,1,Baseball Fans Express Frustration Over Sorority Group Taking Selfies During Game.,0.0023556703235954046,0
19 Easy Ways To Prove That You're Down With The Kids,1,19 Tips to Help You Connect with Younger Generations,0.9999954700469971,1
16 Real-Life Achievements For People Who Procrastinate,1,16 Practical Tips For More Productive Days,0.9999953508377075,1
24 Tweets About Sleep Guaranteed To Make You Laugh,1,A collection of amusing tweets about sleep.,0.9992631077766418,1
What's The Most Incredible Response You've Given To An Ex Who Texted You,1,Unique and memorable responses to an ex-partner's text messages.,0.9998874664306641,1
Here's Proof That Brining Your Turkey Is Stupid And Wrong,1,Why brining your turkey may be unnecessary,0.9999920129776001,1
Here's Every Tweet Drake Has Ever Favorited,1,A collection of Drake's favorited tweets.,0.999992847442627,1
The 37 Punniest Tweets Of 2015,1,A collection of 37 humorous tweets from 2015.,0.9999922513961792,1
23 Profoundly Disturbing Photos Of Homemade Sex Machines In America,1,A photo essay on unusual homemade devices in the US.,0.00019775591499637812,0
"A Full Breakdown Of The Long Feud Involving Amber Rose, Kanye West, And The Kardashians",1,"A detailed account of the ongoing dispute between Amber Rose, Kanye West, and the Kardashians.",0.9999918937683105,1
15 Harper Lee-Inspired Tattoos Because We'll Never Forget,1,Harper Lee fans express their admiration through tattoos.,0.99998939037323,1
"We Know Your Favorite ""Harry Potter"" Character Based On Your Go-To Ice Cream Flavor",1,"Guess your favorite ""Harry Potter"" character based on your ice cream preference.",0.9999957084655762,1
"23 Times ""30 Rock"" Perfectly Summed Up Finals Week",1,"Classic ""30 Rock"" Episodes to Get You Through Finals Week",0.9999955892562866,1
16 Pictures That Will Instantly Destroy Any Friendship,1,Photos that spark debate among friends.,8.370207069674507e-06,0
Jennifer Lawrence Hates New Year's Eve For The Same Reason We All Do,1,Jennifer Lawrence Shares A Common Dislike For New Year's Eve,0.9999896287918091,1
"34 Reasons Cersei Is The Most Badass ""Game Of Thrones"" Character",1,"Cersei's boldest moments in ""Game of Thrones"": a retrospective",0.9999867677688599,1
"Lil Bub Is Announcing Her First Album Right Here, Right Now",1,Lil Bub Announces Her First Album,0.0014477043878287077,0
Here's Everything Your Shape Says About You,1,Study reveals how body shape reflects personality traits.,2.832123209373094e-05,0
Which Doritos Flavor Are You,1,Take the Doritos flavor quiz.,0.9999933242797852,1
40 Life Hacks From Disney Movies That Are Borderline Genius,1,Useful Life Lessons Learned from Disney Movies.,2.7799434974440373e-05,0
We Know Which Member Of Your Friend Group You Are Based On Your Zodiac Sign,1,"Your role in your friend group, as told by your zodiac sign.",9.236932237399742e-05,0
How Much Of An Anna Kendrick Fan Are You Actually,1,Test your knowledge of Anna Kendrick trivia.,0.9993240833282471,1
21 Texts Everyone Who Is Anxious Has Definitely Sent,1,Common text patterns among people experiencing anxiety.,0.0015389512991532683,0
17 Tattoos For All Makeup Lovers,1,17 Tattoo Ideas Inspired by Makeup Trends,0.9999955892562866,1
17 Books All Gryffindors Will Love,1,Book recommendations for fans of Gryffindor.,0.999242901802063,1
25 Faces You'll Recognise If You've Ever Had A Period,1,Common experiences of people during their period.,0.7618600130081177,1
26 Gifts For People Who'd Rather Live Between The Pages Of A Book,1,26 Gifts For Avid Readers,0.9999947547912598,1
21 Insane Gadgets To Make Your iPhone Even Cooler,1,21 Unique iPhone Accessories and Their Uses,0.9999951124191284,1
16 Things You See When You Go To Tim Hortons At 6 A.M,1,16 Observations From A Tim Hortons Visit At 6 A.M.,0.9999945163726807,1
"This Couple's ""Half & Half"" Photos Help Them Share Their Lives In Spite Of Distance",1,"Couple uses creative ""half and half"" photography to stay connected despite the distance.",0.9999227523803711,1
Are You More Kim Kardashian Or Paris Hilton,1,Who's the bigger influencer: Kim Kardashian or Paris Hilton?,0.9999903440475464,1
13 Cocktails That'll Knock Santa's Boots Off,1,13 Delicious Cocktails to Serve at Your Holiday Party,0.9999955892562866,1
The New Yorker Released The Perfect Cartoon In Tribute Of Alan Rickman,1,The New Yorker Honors Alan Rickman With A Touching Cartoon.,0.9972749352455139,1
24 Hilariously True Tweets For Retail Workers About The Plastic Bag Charge,1,Retail workers share funny tweets about the plastic bag charge.,0.999951958656311,1
This Quiz Will Determine What Song Is Your Personal Catwalk Jam,1,Find Your Personal Catwalk Jam With This Quiz,0.9999955892562866,1
"21 Times Tumblr Was Funniest About ""Game Of Thrones""",1,"Tumblr users share humorous reactions to ""Game of Thrones""",0.9999938011169434,1
27 Stunning Reasons To Get A Tim Burton Tattoo,1,27 Reasons Why Tim Burton Tattoos Are So Popular,0.9999955892562866,1
We Can Guess Your Age With Just Three Questions About Your WhatsApp Habits,1,Take This Quiz To See If We Can Guess Your Age Based On Your WhatsApp Habits,0.999995231628418,1
This Rainbow-Inspired Hummus Is Almost Too Gorgeous To Eat,1,Colorful hummus platter delights both the eyes and the taste buds.,0.9973709583282471,1
17 Times Sonam Kapoor Was 100% On Point,1,Sonam Kapoor's Most Iconic Looks,0.9999932050704956,1
"Mindy Kaling Really Likes To Troll ""Star Wars"" Fans",1,"Mindy Kaling enjoys playful banter with ""Star Wars"" fans.",0.9999945163726807,1
19 Tweets About Wine That Will Make You Laugh Out Loud,1,19 Amusing Tweets About Wine,0.9999954700469971,1
"Which Occupation From ""The Bachelor"" Should You Actually Be Doing With Your Life",1,"What your favorite ""The Bachelor"" occupation says about you.",0.9999948740005493,1
"20 ""Game Of Thrones"" Questions That Are Impossible To Answer",1,"Challenging ""Game of Thrones"" trivia questions.",0.9998894929885864,1
What's Your Favorite Comedy Movie With A Black Cast,1,Popular Comedy Movies With Black Casts,0.9999868869781494,1
These Are Trap Questions. Do Not Answer Them,1,Avoid answering trap questions.,0.004620077088475227,0
Are You THAT Relative,1,Family gatherings: navigating difficult conversations with relatives.,0.0002630361123010516,0
29 Giant Versions Of Your Favorite Foods You Can Make Yourself,1,Large-Scale Recipes for Popular Foods.,0.00020764220971614122,0
7 Things I Wish I Had Known In My First Year At University,1,7 Reflections on My First Year of University,0.9999949932098389,1
Let's Help You Write Your Letter To Santa,1,Writing a letter to Santa made easy with this helpful guide.,0.12558336555957794,0
27 Faces That Are So Relatable It's Crazy,1,27 Relatable Facial Expressions That Are Sure to Resonate,0.9999954700469971,1
15 Game-Changing Eyeliner Charts If You Suck At Makeup,1,Helpful eyeliner guides for makeup beginners.,0.999845027923584,1
Miss Piggy Opens Up About Split Of The Century And Life After Kermit,1,Miss Piggy discusses her breakup with Kermit and her current life.,0.9999816417694092,1
The Try Guys Try K-Pop Idol Makeup,1,The Try Guys Experiment with K-Pop Idol Makeup,0.9999955892562866,1
"Test Your Memory Of The First Episode Of ""The Office""",1,"Can You Remember The First Episode Of ""The Office""?",0.9999815225601196,1
35 Pictures That Will Bring You Right Back To Elementary School,1,A nostalgic look back at elementary school through 35 photos.,0.11659063398838043,0
You'll Be In Tears After Hearing Josh Groban And Kelly Clarkson Duet,1,Josh Groban and Kelly Clarkson's Emotional Duet,0.9999898672103882,1
Delectable Vegan Dinners,1,Easy and Delicious Vegan Dinner Ideas,0.9999953508377075,1
Test Your Culinary Knowledge,1,Quiz: How Well Do You Know Your Cuisine?,0.9960570335388184,1
18 Newborn Puppies Ready To Take On The World,1,Adorable photos of 18 newborn puppies.,0.9999955892562866,1
26 Times The Indian Internet Blew Up In 2015,1,A look back at 26 trending moments in India's online sphere in 2015.,0.9999954700469971,1
18 Hilarious Memes About Tamales That Are Way Too Real,1,18 Memes About Tamales That Hit Close To Home,0.9999954700469971,1
How Many Of These SpongeBob Faces Do You Recognize,1,Can you name all these SpongeBob faces?,0.9999955892562866,1
30 Times Portland Was Too Portland To Function,1,30 Unique Aspects of Portland's Culture,0.9999947547912598,1
Do You Know Your Husband Well Enough To Recognize His Touch,1,Can you recognize your partner through touch alone?,0.003402300411835313,0
"22 Tweets About ""Lord Of The Rings"" That'll Make You Laugh Every Time",1,"22 Hilarious Tweets About ""Lord Of The Rings""",0.9999953508377075,1
18 Delicious Indian Foods That Aren't Curry,1,18 Indian Dishes to Try Beyond Curry.,0.9999955892562866,1
This Food Stylist Gave Us 5 Tips To Make Normal Food Look Amazing,1,Five tips from a food stylist to enhance the appearance of everyday meals.,0.9999921321868896,1
21 Apps That Will Make Your Christmas Shopping Easy,1,Apps to streamline your Christmas shopping.,1.6208683518925682e-05,0
21 Photos That Prove Scotland Is A Fictional Country,1,21 Photos Highlighting the Beauty of Scotland,0.9999954700469971,1
We Have The Answers To 12 Of Your Most Pressing Star Wars Questions,1,Exploring 12 Intriguing Star Wars Questions and Themes,0.9999955892562866,1
People With A Fear Of Dogs Meet Pit Bull Puppies,1,People With Cynophobia Interact With Pit Bull Puppies.,0.998033344745636,1
9 Christmas Movies If They Were About Cuffing Season,1,Alternative Plotlines for 9 Classic Christmas Movies,0.9999949932098389,1
25 Of The Most Embarrassing Things People Have Done At The Doctor's Office,1,Common Embarrassing Moments People Experience at the Doctor's Office,0.9999953508377075,1
What's The Weirdest Thing Your Dog Does,1,Unique behaviors exhibited by dogs and their potential meanings.,6.464939360739663e-05,0
"This Man Decided To Put ""Jet Fuel Can't Melt Steel Beams"" Conspiracy Theory To The Test",1,Engineer conducts experiment to address 9/11 conspiracy theory.,7.993883627932519e-06,0
"How Well Do You Remember ""A Christmas Story""",1,"Test your memory of ""A Christmas Story""",0.9999946355819702,1
23 Hilarious Memes That Explain Greek Life At A Black School,1,A collection of memes humorously depicts Greek life at an HBCU.,0.9999245405197144,1
Are You Actually A Meme Bob Or A Meme Snob,1,Understanding the nuances of internet humor: are you a meme expert?,0.9997232556343079,1
You Will Want To Marry And Have Babies With This Lumberjack Cake,1,A delicious lumberjack-themed cake recipe you'll want to try.,0.9999935626983643,1
Your Favorite '90s Pop-Punk Anthem Has Been Recreated In This Amazing Video,1,'90s Pop-Punk Anthem Gets a Refresh in New Cover Video,0.9987725615501404,1
We Know Your Zodiac Sign Based On Your Favorite Cats,1,Guess Your Zodiac Sign Based On Your Favorite Cat Breeds,0.9999949932098389,1
A Friendly Reminder That The Biggest A-Hole On Television Is Canadian,1,Controversial Television Personality is Canadian.,8.405299013247713e-06,0
23 Products That'll Help You Be An Actual Adult,1,Useful products for practical adults.,0.0006813963991589844,0
We Need To Talk About Mariah Carey,1,Mariah Carey's Recent Performance Sparks Conversation,0.9995657801628113,1
17 Brilliant Slow Cooker Hacks,1,Useful Slow Cooker Tips and Tricks,0.8647190928459167,1
9 Science Stories You Can't Miss: The Bad Pharma Edition,1,A round-up of recent science stories: examining the practices of the pharmaceutical industry.,8.784513738646638e-06,0
Breaking Up: Women Vs. Men,1,A study examines how men and women cope with breakups.,0.836706280708313,1
"The Hardest ""Pretty Little Liars"" Quiz You'll Ever Take",1,"Test your knowledge with this challenging ""Pretty Little Liars"" quiz.",0.9999951124191284,1
Send This To The Person Who Gives Bad Gifts,1,A guide to thoughtful gift-giving: how to give presents that show you care.,0.9999076128005981,1
"Stop What You're Doing And Listen To This ""Golden Girls"" Remix",1,"A remix of the ""Golden Girls"" theme song is now available.",0.9999452829360962,1
Profiles From Your Nightmares: Evil Clown,1,Documentary Explores the Lives of Evil Clowns.,6.263316026888788e-05,0
If Hogwarts Were A College,1,Exploring the academic programs of Hogwarts.,2.1876703613088466e-05,0
What Song Always Makes You Feel Like A Badass,1,Songs that make you feel confident.,0.9989522695541382,1
19 Guys Who Were Hot Then...Who Are Even Hotter Now,1,19 Male Celebrities Then and Now: See Their Surprising Transformations,0.9999955892562866,1
"How Well Do You Remember The Second Season Of ""The Simpsons""",1,"Test your knowledge with this ""Simpsons"" season 2 quiz.",0.9999911785125732,1
15 Next-Level Buffalo Snacks For Your Superbowl Party,1,Delicious Buffalo-Style Snack Ideas for Your Superbowl Party,0.9999954700469971,1
17 Dogs Who Just KNOW,1,17 Dogs With Uncanny Intuition,0.9999953508377075,1
Which Dessert Pastry Matches Your Zodiac Sign,1,Dessert pastries aligned with zodiac signs.,0.874031662940979,1
Can We Guess What You Hate Most Based On How You Swear,1,A linguistic analysis of swearing reveals interesting patterns.,8.76586818776559e-06,0
15 Crucial Holiday Storage Hacks That Will Make Your Life Easier,1,Practical holiday storage ideas for a stress-free season.,0.0006161154014989734,0
19 Super Stylish Things So You Can Dress Like A Witch Every Damn Day,1,19 fashion choices for a witchy wardrobe.,0.9999954700469971,1
Today's Dose Of WTF: Four Topless Women Did Bollywood Dancing At Times Square Wearing Only Body Paint,1,Four women perform Bollywood dance in body paint in Times Square.,0.04037974029779434,0
28 Gooey Brownies That'll Change Your Life Forever,1,28 Delicious Brownie Recipes to Try,0.9999954700469971,1
19 Funniest Tweets Of Famous Phrases Translated Into Yoda Speak,1,19 Amusing Tweets Presenting Famous Phrases In Yoda Speak,0.9999954700469971,1
What's Your Weird Phobia,1,Understanding uncommon phobias and their impact.,1.2173063623777125e-05,0
We Know Your Zodiac Sign Based On Which Picture Of Zayn Malik You Choose,1,Can We Guess Your Zodiac Sign Based On Your Favorite Zayn Malik Look?,0.9999954700469971,1
"The Ultimate ""Friends"" Poll",1,"Vote in our ""Friends"" fan poll.",0.00035977590596303344,0
This Toddler Had The Best Reaction When She Found Out Adam Levine Is Married,1,Toddler's Adorable Reaction To Finding Out Adam Levine Is Married,0.999995231628418,1
If Classic Horror Movies Starred Disney Princesses,1,Classic Horror Movies Reimagined with Disney Princesses,0.9999954700469971,1
"This Cat Spent 17 Years As A ""Rodent Control Officer"" Aboard A Famous Ship",1,"Cat served 17 years on a famous ship, keeping rodents at bay.",0.04342687502503395,0
"Blowing Up ""The Leftovers""",1,"Analyzing the HBO series ""The Leftovers""",0.9999940395355225,1
Show Us Your Colorful Tattoos,1,We'd love to see and celebrate your colorful tattoos!,0.9999945163726807,1
62 Breathtaking Images From Rio De Janeiro's Carnival,1,Stunning Photos Capture the Energy of Rio De Janeiro's Carnival,0.999813973903656,1
Uplifting Aerial Photos Of Beaches In Italy That Will Remind You Of Summer,1,Aerial Photos Of Italian Beaches Capture The Beauty Of Summer,1.6142659660545178e-05,0
Spike Lee's New Film Sticks Women With The Responsibility To End Violence,1,Spike Lee's New Film Addresses Women's Role in Ending Violence,0.9998493194580078,1
If Disney Movies Were Way More Accurate And Badass,1,Reimagining Disney Movies with a Twist of Realism.,8.392574090976268e-05,0
"Demi Lovato Did A Nude, No-Makeup, Unretouched Photo Shoot And It's Everything",1,Demi Lovato poses for an empowering natural photo shoot.,0.9999843835830688,1
36 Backstage Celebrity Instagrams From The Emmys,1,"A collection of 36 celebrity Instagram photos from the Emmys, taken backstage.",0.9999871253967285,1
"This Is How You Do Waffles, That's All",1,A Guide to Making Delicious Waffles,0.9999954700469971,1
What Type Of Friend Are You Based On Your Zodiac Sign,1,What Your Zodiac Sign May Say About Your Friendship Style,0.9999955892562866,1
17 Inexplicably Delightful GIFs,1,A collection of amusing GIFs that will brighten your day.,0.14762118458747864,0
The Internet Is Freaking Out Over This Woman's Shirt,1,Woman's unique shirt design goes viral.,0.6056808233261108,1
35 Things You're Never Going To Get For Christmas Again,1,35 Nostalgic Gifts That Are Hard To Come By These Days,0.9999955892562866,1
32 Video Games You Have To Play Before You Die,1,32 Popular Video Games to Try,0.9999955892562866,1
8 Ways To Deal With Dumb Questions About Canada,1,Responding to common misconceptions about Canada.,1.0922934052359778e-05,0
People Are Now Doing Hand Makeup And It's Actually Mesmerizing,1,The emerging trend of hand makeup is captivating audiences.,0.025840092450380325,0
The Rock Had To Put One Of His Puppies To Sleep After It Ate A Poisonous Mushroom,1,The Rock's Sad Decision After His Puppy Ate A Poisonous Mushroom,0.9999923706054688,1
Sarah Michelle Gellar Is Ready To Fight Her Next Battle,1,Sarah Michelle Gellar speaks out about her new project.,0.5483976602554321,1
Snuggie Rode Silly Ads to Stardom Over Rivals,1,Snuggie's rise to fame: a look at their unique advertising strategy.,1.500982489233138e-05,0
Matthew McConaughey Has Reached Peak Hot Dad Mode,1,Matthew McConaughey Embraces Fatherhood.,6.30898866802454e-05,0
Your Zodiac Sign Will Tell You What Music To Listen To,1,Music Recommendations Based on Your Zodiac Sign,0.9964536428451538,1
"15 ""Gossip Girl"" Trivia Questions Every True Fan Should Be Able To Answer",1,"Test Your ""Gossip Girl"" Knowledge with These 15 Trivia Questions",0.9999946355819702,1
15 Weird Things You Never Knew There Were Words For,1,Unfamiliar words for 15 unusual things.,0.9999942779541016,1
"Are You More Elle Woods From ""Legally Blonde"" Or Sandy Olsson From ""Grease""",1,"Which ""Legally Blonde"" or ""Grease"" character are you most like?",0.9999942779541016,1
"Animators Reimagined ""Spirited Away"" As An 8-Bit Video Game And It's Incredible",1,"Animators Create 8-Bit Video Game Version of ""Spirited Away"".",0.0021114342380315065,0
19 Ways Pink Eyeshadow Can Actually Look Totally Badass,1,Unique and bold ways to wear pink eyeshadow.,3.87071049772203e-05,0
Are You More Ellen DeGeneres Or Jimmy Fallon,1,A personality quiz: Are you more like Ellen DeGeneres or Jimmy Fallon?,0.9999834299087524,1
"Which Hogwarts Houses Do The ""PLL"" Characters Belong In",1,"Categorizing ""PLL"" Characters into Hogwarts Houses",0.9999947547912598,1
What Is The Most Random Halloween Costume Your Kid Has Come Up With,1,Unique Halloween costume ideas inspired by kids' creativity.,0.9998936653137207,1
This Is What Disney Princesses Look Like Without Faces,1,Digital artists create unique portraits of Disney princesses.,0.06482592970132828,0
Here's 12 Awkward Christmas Gift Stories,1,A collection of unusual Christmas gift experiences.,0.9724960327148438,1
Which Nail Polish Brands Actually Stay On Your Nails,1,Long-lasting nail polish brands: a comprehensive review.,0.006603983696550131,0
How Festive Are You Actually,1,Get into the holiday spirit with these festive ideas.,0.9939852356910706,1
Emily Blunt And John Krasinski Are Officially Having Another Baby,1,Emily Blunt and John Krasinski are expecting their second child.,0.9999170303344727,1
"If ""Friends"" Quotes Were Children's Book Covers",1,"""Friends"" Quotes Illustrated in Children's Book Cover Style",0.999981164932251,1
8 Things That Happen When Your BFF Starts Dating Someone,1,Exploring the dynamics when your best friend starts dating.,0.9998844861984253,1
What Type Of Themed Party Should You Throw In 2016 Based On Your Zodiac,1,Party Planning: Choosing a Theme That Suits Your Zodiac Sign,0.9999860525131226,1
20-Minute Chicken Recipes To Add Your Arsenal,1,Quick and tasty chicken recipes for your repertoire.,0.9999643564224243,1
27 Times Nadia Aboulhosn Was Right About Everything,1,Nadia Aboulhosn's Most Notable Quotes,0.9999929666519165,1
Molly Crabapple Is The Writer Who Made Me A Writer,1,Molly Crabapple: How One Writer Inspired Another,0.9999915361404419,1
Steph Curry's New Baby Daughter Had A Blast At Her First Basketball Game,1,Steph Curry's Daughter Attends Her First Basketball Game.,0.998103141784668,1
"Can You Answer These Obscure ""Friends"" Trivia Questions",1,"Test your knowledge with these challenging ""Friends"" trivia questions.",0.9999951124191284,1
Why You Should Always Google Your Dates,1,Consider researching your dates online.,0.9525937438011169,1
"What's The Worst Thing Michael Scott Did On ""The Office""",1,"Ranking Michael Scott's Most Controversial Moments on ""The Office"".",0.9999868869781494,1
Bollywood Celebrities Looked Damn Good At The 2016 Umang Mumbai Police Show,1,Bollywood celebrities dazzle at the 2016 Umang Mumbai Police Show.,0.9994267225265503,1
21 Vines That Will Make You Question Your Entire Existence,1,21 Humorous Vines That May Give You Pause,0.9999954700469971,1
We Gave Up Masturbation For A Month And It Completely Changed Us,1,Reflections on a month-long abstinence from masturbation.,0.004558212123811245,0
How To Stretch $20,1,Maximizing a $20 budget: Tips and Tricks,9.545082320983056e-06,0
People Are Proving No Dick Is Too Big By Dropping Condoms On Their Heads,1,People are demonstrating proper condom usage through a unique method.,0.9999828338623047,1
"Freddie From ""ICarly"" Got Hitched And Your Childhood Is Now Over",1,"""iCarly"" actor Nathan Kress marries London Elise Moore.",0.9841916561126709,1
How Well Do You Know Carrie Underwood,1,Carrie Underwood: Test Your Knowledge,0.9999936819076538,1
Women Get Real About The Worst Parts About Having Your Period,1,Women share their experiences with period-related challenges.,0.9965711832046509,1
Your New Favorite Animal Is The Sengi,1,Meet the Adorable and Unique Sengi.,0.9998530149459839,1
21 Tweets That Are Way Too Funny For Anyone With A Pregnant Sister,1,21 Amusing Tweets About Having A Pregnant Sister,0.9999954700469971,1
"22 Times Geralt Of Rivia From ""The Witcher 3"" Looked Sexy AF",1,"Geralt of Rivia's Most Iconic Looks in ""The Witcher 3""",0.9999954700469971,1
Year of the Ox Is Looking Inauspicious,1,Challenges and Opportunities in the Year of the Ox,8.538321708329022e-05,0
Little Mix Just Shut Down Body-Shamers In The Most Perfect Way Possible,1,Little Mix responds to body-shamers with empowering message.,0.992757260799408,1
How To Make Proper Nepali Goat Curry,1,Authentic Nepali Goat Curry: A Step-by-Step Guide,0.9994582533836365,1
21 Things All Sweary Girls Are Tired Of Hearing,1,Common Misconceptions About Women Who Swear,0.9999911785125732,1
This Family Photo Has Everybody On The Internet Freaking Out,1,Online community reacts to surprising family photo.,7.1837125688034575e-06,0
What Would Zooey Deschanel Name You,1,Generate a name similar to Zooey Deschanel's unique moniker.,0.9999644756317139,1
Can You Tell The Difference Between Yoga Poses And Sex Positions,1,Identifying Yoga Poses and Sex Positions: Is It Possible?,0.00011498160165501758,0
11 Times Ruby Rose Changed The MTV EMAs Game,1,Ruby Rose's 11 Iconic Moments at the MTV EMAs,0.9999954700469971,1
15 Pictures That Accurately Sum Up Your Relationship With Your BFF,1,15 Relatable Pictures About Friendship,0.9999954700469971,1
15 Times Lemon And Blueberry Were Relationship Goals,1,Lemon and blueberry: 15 inspiring combinations,0.9999954700469971,1
22 Times Dogs Embodied What It's Like To Have Siblings,1,Heartwarming moments when dogs act like siblings.,0.016731785610318184,0
13 Hilariously Depressing Motivational Posters,1,Collection of Motivational Posters Offers Mix of Humor and Pathos,0.005253209266811609,0
Single People Confess Their Deepest Romantic Desires,1,Study reveals the romantic desires of single individuals.,2.4961185772554018e-05,0
"21 Reasons ""It's A Wonderful Life"" Is The Best Christmas Movie Of All Time",1,"Why ""It's A Wonderful Life"" Is Considered A Classic Christmas Movie",0.9999947547912598,1
"Are You More ""In The Heights"" Or ""Hamilton""",1,Which Lin-Manuel Miranda musical are you most like?,0.9999697208404541,1
"5 Easy, Healthy Habits That Anyone Can Take Up",1,5 Accessible Wellness Habits to Try,0.9999954700469971,1
KFC Is Now Making Pizzas On Fried Chicken And We Tried One So You Don't Have To,1,KFC introduces a new fried chicken pizza.,0.9671103954315186,1
The 11 Best Celebrity Interactions On Instagram In 2015,1,A Look Back: 11 Memorable Celebrity Instagram Moments from 2015,0.9999955892562866,1
"13 ""Gilmore Girls"" Storylines The Fans Demand To See In The Revival",1,"Fans hope to see these 13 ""Gilmore Girls"" storylines in the revival.",0.9999954700469971,1
How Well Do You Actually Match Colors,1,A guide to color matching for beginners.,0.005612777546048164,0
If The Kardashians Wrote Greeting Cards,1,Creative greeting cards inspired by the Kardashians.,0.9999794960021973,1
14 Scrumptious Fall Recipes That Use Exactly One Can Of Pumpkin,1,A collection of fall recipes featuring canned pumpkin.,0.9995137453079224,1
"How Well Do You Know The Lyrics To ""Colors Of The Wind""",1,"Test Your Knowledge Of ""Colors Of The Wind"" Lyrics",0.9999955892562866,1
Great News: Adele And Britney Spears Are Practically BFFs Now,1,Adele and Britney Spears have become close friends.,0.9997171759605408,1
